⟦fkit-dashboard v2⟧
⟦BOARD⟧
| Status | # | Task | Filename | Owner | Next step |
derive 0189 depends="0188 — by owner ruling (*'do not let the build quietly repair its own corpus'*), not by any mechanism. `0142` §D4 records two mechanical justifications for this ordering that were asserted, found false, and withdrawn. Do not re-derive one. - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0188` closed; its folder is `ai-agents/tasks/done/0188-repair-the-five-live-ownership-fact-defects/`. The owner ruling that created the ordering (*'do not let the build quietly repair its own corpus'*) is satisfied, not overturned — the corpus was repaired first, by `0188`. Current dependency: nothing. ⛔ The withdrawn mechanical justifications stay withdrawn. Do not re-derive one. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0192 depends="nothing."
derive 0194 depends="`0189`, `0190`, `0191`. - ⚠️ DATED CORRECTION 2026-08-15 — TWO OF THE THREE ARE DISCHARGED; ONE STILL BLOCKS. The line above is left byte-identical and is now only partly binding. `0190` closed (`ai-agents/tasks/done/0190-add-adr-037s-worker-side-precedence-clause-to-the-universal-rules-block/`) and `0191` closed (`ai-agents/tasks/done/0191-add-adr-037s-driver-side-clause-to-the-sprint-ship-loops-hard-rules/`). ⛔ `0189` is still open — `ai-agents/tasks/backlog/0189-build-the-skill-ownership-site-registry-and-completeness-tripwire/`, `## Status: 🔲 Backlog`. Current dependency: `0189` alone, and it is the hard one: this task assesses sites *against the ADR-036 registry*, which `0189` builds. ⛔ This row is still BLOCKED. Do not mark it ready. *(Recorded by `0306`.)*"
derive 0201 depends="`0192`"
derive 0209 depends="nothing."
derive 0214 depends="nothing."
derive 0215 depends="nothing."
derive 0216 depends="nothing."
derive 0217 depends="0216 — hard. Declaring ownership of a skill whose `SKILL.md` does not exist points the hook at nothing and puts a dangling entry in five documents."
derive 0219 depends="nothing."
derive 0220 depends="0177. - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0177` closed; its folder is `ai-agents/tasks/done/0177-verify-the-codex-half-of-the-comment-stripping-canary/`, so the codex-side measurement this task waited on has been made. Current dependency: nothing. ⚠️ Read `0177`'s recorded measurement rather than assuming its outcome — the bullet below records *why* the wait existed, and that reason is discharged by evidence, not by time passing. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0224 depends="`0222` (records ADR-038 — the rule this detector guards). - ⚠️ DATED CORRECTION 2026-08-06 — THIS DEPENDENCY IS RELAXED. The line above is left byte-identical and is no longer binding. Owner ruling, verbatim: *'Relax 0224 and 0225.'* Given 2026-08-06 via `AskUserQuestion` in a live `fkit lead` session. Current dependency: `Depends on: nothing`. Why. This task builds a *mechanism* — the paired denial log and worklog `Role:` line. The mechanism is the same whichever way ADR-038 words the rule it detects departures from, so it does not need ADR-038 to exist before it can be built. `0222` remains the right place for the rule to be *recorded*; it is not a gate on this build. Of the three briefs that declared `Depends on: 0222`, only `0223`'s survived the owner's review, and only for its reason clause — see the `0222` row on [Sprint 3](../../../sprints/done/sprint-3.md). What this does NOT change. Nothing about scope, the two open questions below (the denial-log path is still unruled and still blocks the coder), the residuals, or the owner field. Relaxing a dependency makes this task *runnable*, not *ready* — the denial-log path question is still the first thing to settle."
derive 0225 depends="`0222` (records ADR-038 — the rule the table row encodes). - ⚠️ DATED CORRECTION 2026-08-06 — THIS DEPENDENCY IS RELAXED. The line above is left byte-identical and is no longer binding. Owner ruling, verbatim: *'Relax 0224 and 0225.'* Given 2026-08-06 via `AskUserQuestion` in a live `fkit lead` session. Current dependency: `Depends on: nothing`. Why. This task is a *test*. It asserts that every skill named in the sprint-loop table is one `skills_for_role()` actually grants to the role that runs the step — a property that holds whichever way ADR-038 words the rule, so the test does not need ADR-038 to exist before it can be written. Of the three briefs that declared `Depends on: 0222`, only `0223`'s survived the owner's review, and only for its reason clause — see the `0222` row on [Sprint 3](../../../sprints/done/sprint-3.md). What this does NOT change. Scope, the merit position below (still the lowest-merit of the four — do not run it ahead of `0224`), and the ordering note immediately below, which was never a hard dependency and stays exactly as written."
derive 0226 depends="nothing. ⚠️ Explicitly NOT dependent on `0222`/ADR-038 — see the independence banner above."
derive 0227 depends="nothing. It lands independently of `0202`, `0203` and `0204`."
derive 0228 depends="nothing hard. `0208` has shipped the row, which is what makes this half the remainder."
derive 0230 depends="nothing. This document edit is independent of `0229` — the owner ruled the two are separate tasks, and neither blocks the other."
derive 0231 depends="nothing."
derive 0233 depends="`0189`, `0224`."
derive 0234 depends="nothing."
derive 0235 depends="nothing."
derive 0236 depends="nothing."
derive 0240 depends="`0222` — hard, for the ADR number only. `0222` files ADR-038 and runs the number sweep; allocating before it lands risks a collision that is permanent once anything links to it. The decision itself does not depend on `0222` in any way — the two ADRs are unrelated in subject. - ✅ DATED CORRECTION 2026-08-14 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0222` closed; its folder is `ai-agents/tasks/done/0222-record-adr-038-a-loop-steps-role-is-fixed-by-the-skill-the-step-runs/` and ADR-038 is on disk. Current dependency: nothing. ⚠️ What survives is the *reason*, not the wait: the four-way number sweep is still mandatory before allocating (verification step 2), and `039`–`043` are now all taken — see the dated correction at §'The number hazard'. ⛔ This does not make the row `🔄 In progress`; it makes it runnable."
derive 0262 depends="nothing. Everything it exercises is already on disk and shipped in `0.2.x`."
derive 0273 depends="`0272` - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0272` closed; its folder is `ai-agents/tasks/done/0272-replace-the-review-coverage-binary-with-adr-042s-three-state-vocabulary/`. Current dependency: nothing. ⚠️ The edge was structural, not a preference (see § *Context*), and the structure is now satisfied: `0272` landed first, as ADR-042's Consequences required. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. ⚠️ This row's board cell lives on the ARCHIVED [`sprint-6`](../../../sprints/done/sprint-6.md) board, which restates the dependency and was NOT edited — archived boards are historical record. The brief is the current statement; the archived cell is not. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0277 depends="nothing"
derive 0278 depends="nothing"
derive 0284 depends="nothing"
derive 0287 depends="nothing"
derive 0290 depends="nothing."
derive 0296 depends="nothing"
derive 0298 depends="nothing."
derive 0301 depends="nothing"
derive 0303 depends="nothing"
derive 0304 depends="nothing"
derive 0305 depends="nothing"
derive 0307 depends="nothing."
derive 0310 depends="nothing."
derive 0311 depends="nothing."
derive 0313 depends="nothing"
derive 0314 depends="nothing"
derive 0315 depends="nothing. It is decidable today; `0311` is adjacent, not a prerequisite."
derive 0316 depends="nothing"
derive 0322 depends="nothing."
derive 0326 depends="nothing."
derive 0328 depends="nothing."
derive 0329 depends="nothing. ⚠️ It is BLOCKED ON A DECISION, not on code — that is a gate inside the task, deliberately not declared as a dependency and ⛔ not a reason to set `🚧 Blocked` on the row before the task is picked up."
derive 0330 depends="nothing."
derive 0331 depends="nothing. Blocks: `0333` — hard."
derive 0332 depends="nothing."
derive 0333 depends="[`0331`](../0331-sanction-the-verified-pointer-form-as-a-faithful-plan-carry/brief.md) — HARD. Not a soft-follow."
derive 0334 depends="nothing."
derive 0336 depends="nothing."
derive 0342 depends="0325 - ✅ DATED CORRECTION 2026-09-13 — THIS DEPENDENCY IS DISCHARGED. The line above is left byte-identical and is no longer binding. `0325` closed; its folder is `ai-agents/tasks/done/0325-repair-the-moved-folders-own-self-locators-in-task-done/`, so the four insertions this task mirrors are on disk and reviewable. Current dependency: nothing. ⚠️ Re-read `0325`'s shipped text at pickup rather than this brief's description of it — the `Sequencing` bullet below said *'ready the moment `0325` closes'*, and that moment has passed. ⛔ This does not make the row `🔄 In progress`; it makes it runnable. *(Recorded 2026-09-13 by a spawned `fkit-producer` with no owner channel, under the owner ruling of 2026-09-13, option label verbatim 'One housekeeping pass (Rec)'. Dependency line untouched; no status, priority or scope change.)*"
derive 0345 depends="`0270` (`0270-decide-how-the-ship-loop-handles-a-non-coder-owned-task-row` — closed; ADR-044 accepted)."
derive 0362 depends="none recorded"
derive 0363 depends="nothing."
derive 0364 depends="nothing."
derive 0365 depends="nothing."
derive 0367 depends="nothing."
derive 0368 depends="nothing."
derive 0370 depends="nothing."
derive 0371 depends="nothing."
derive 0373 depends="nothing."
derive 0374 depends="nothing. `0369` has landed — verified 2026-09-04, its folder sits in `ai-agents/tasks/done/`."
derive 0375 depends="nothing. `0369` has landed — verified 2026-09-04, its folder sits in `ai-agents/tasks/done/`."
derive 0377 depends="nothing."
derive 0378 depends="nothing."
derive 0380 depends="nothing."
derive 0382 depends="nothing"
derive 0383 depends="nothing."
derive 0384 depends="nothing. Blocks: nothing."
derive 0385 depends="nothing."
derive 0386 depends="nothing"
derive 0387 depends="nothing"
derive 0391 depends="nothing. ⚠️ But note the causal link: `0339` is what makes this passage stale, by teaching the lead and producer the ADR-047 plural model, and `0339` is closing now. ⛔ That is context, not a dependency — this task is correct to pick up whether or not `0339` closes, because ADR-047 is already accepted and is what the README must agree with."
derive 0394 depends="[`0393`](../../done/0393-the-two-citation-sweeps-architecture-md-outbound-inbound-and-the-repo-wide-adr-nnn-line-class/brief.md) — ⛔ hard. A guard against re-rot is written against the swept surface. Written first it either lands red against hundreds of occurrences `0393` is about to remove, or ships with an allowlist that `0393` then invalidates. ⛔ `0393` is `P7` of Sprint 9; this row is not on that board and must not be pulled onto it."
